Filename;Annotation tag;Upper left corner X;Upper left corner Y;Lower right corner X;Lower right corner Y;Origin file;Origin frame number;Origin track;Origin track frame number
nightTest/nightSequence1--00005.jpg;stop;728;380;740;390;nightTest/nightSequence1/testSequence1.mp4;5;nightTest/nightSequence1/testSequence1.mp4;5
nightTest/nightSequence1--00006.jpg;go;670;389;675;394;nightTest/nightSequence1/testSequence1.mp4;6;nightTest/nightSequence1/testSequence1.mp4;6
nightTest/nightSequence1--00006.jpg;go;702;401;706;405;nightTest/nightSequence1/testSequence1.mp4;6;nightTest/nightSequence1/testSequence1.mp4;6
nightTest/nightSequence1--00006.jpg;stop;520;385;528;393;nightTest/nightSequence1/testSequence1.mp4;6;nightTest/nightSequence1/testSequence1.mp4;6
nightTest/nightSequence1--00006.jpg;stop;727;380;739;392;nightTest/nightSequence1/testSequence1.mp4;6;nightTest/nightSequence1/testSequence1.mp4;6
nightTest/nightSequence1--00007.jpg;go;670;389;675;394;nightTest/nightSequence1/testSequence1.mp4;7;nightTest/nightSequence1/testSequence1.mp4;7
nightTest/nightSequence1--00007.jpg;go;703;402;706;406;nightTest/nightSequence1/testSequence1.mp4;7;nightTest/nightSequence1/testSequence1.mp4;7
nightTest/nightSequence1--00007.jpg;stop;518;384;526;392;nightTest/nightSequence1/testSequence1.mp4;7;nightTest/nightSequence1/testSequence1.mp4;7
nightTest/nightSequence1--00007.jpg;stop;727;380;737;390;nightTest/nightSequence1/testSequence1.mp4;7;nightTest/nightSequence1/testSequence1.mp4;7
nightTest/nightSequence1--00008.jpg;go;670;390;675;395;nightTest/nightSequence1/testSequence1.mp4;8;nightTest/nightSequence1/testSequence1.mp4;8
nightTest/nightSequence1--00008.jpg;go;703;402;707;406;nightTest/nightSequence1/testSequence1.mp4;8;nightTest/nightSequence1/testSequence1.mp4;8
nightTest/nightSequence1--00008.jpg;stop;517;384;525;392;nightTest/nightSequence1/testSequence1.mp4;8;nightTest/nightSequence1/testSequence1.mp4;8
nightTest/nightSequence1--00008.jpg;stop;727;379;739;391;nightTest/nightSequence1/testSequence1.mp4;8;nightTest/nightSequence1/testSequence1.mp4;8
nightTest/nightSequence1--00009.jpg;go;670;390;675;395;nightTest/nightSequence1/testSequence1.mp4;9;nightTest/nightSequence1/testSequence1.mp4;9
nightTest/nightSequence1--00009.jpg;go;703;403;707;406;nightTest/nightSequence1/testSequence1.mp4;9;nightTest/nightSequence1/testSequence1.mp4;9
nightTest/nightSequence1--00009.jpg;stop;516;384;524;392;nightTest/nightSequence1/testSequence1.mp4;9;nightTest/nightSequence1/testSequence1.mp4;9
nightTest/nightSequence1--00009.jpg;stop;728;381;740;393;nightTest/nightSequence1/testSequence1.mp4;9;nightTest/nightSequence1/testSequence1.mp4;9
nightTest/nightSequence1--00010.jpg;go;670;389;675;394;nightTest/nightSequence1/testSequence1.mp4;10;nightTest/nightSequence1/testSequence1.mp4;10
nightTest/nightSequence1--00010.jpg;go;702;402;706;405;nightTest/nightSequence1/testSequence1.mp4;10;nightTest/nightSequence1/testSequence1.mp4;10
nightTest/nightSequence1--00010.jpg;stop;516;383;525;393;nightTest/nightSequence1/testSequence1.mp4;10;nightTest/nightSequence1/testSequence1.mp4;10
nightTest/nightSequence1--00010.jpg;stop;729;379;739;392;nightTest/nightSequence1/testSequence1.mp4;10;nightTest/nightSequence1/testSequence1.mp4;10
nightTest/nightSequence1--00011.jpg;go;670;388;675;393;nightTest/nightSequence1/testSequence1.mp4;11;nightTest/nightSequence1/testSequence1.mp4;11
nightTest/nightSequence1--00011.jpg;go;702;401;706;404;nightTest/nightSequence1/testSequence1.mp4;11;nightTest/nightSequence1/testSequence1.mp4;11
nightTest/nightSequence1--00011.jpg;stop;514;382;524;392;nightTest/nightSequence1/testSequence1.mp4;11;nightTest/nightSequence1/testSequence1.mp4;11
nightTest/nightSequence1--00011.jpg;stop;729;379;740;390;nightTest/nightSequence1/testSequence1.mp4;11;nightTest/nightSequence1/testSequence1.mp4;11
nightTest/nightSequence1--00012.jpg;go;670;387;675;392;nightTest/nightSequence1/testSequence1.mp4;12;nightTest/nightSequence1/testSequence1.mp4;12
nightTest/nightSequence1--00012.jpg;go;703;400;707;403;nightTest/nightSequence1/testSequence1.mp4;12;nightTest/nightSequence1/testSequence1.mp4;12
nightTest/nightSequence1--00012.jpg;stop;514;381;524;390;nightTest/nightSequence1/testSequence1.mp4;12;nightTest/nightSequence1/testSequence1.mp4;12
nightTest/nightSequence1--00012.jpg;stop;730;380;742;392;nightTest/nightSequence1/testSequence1.mp4;12;nightTest/nightSequence1/testSequence1.mp4;12
nightTest/nightSequence1--00013.jpg;go;670;387;675;392;nightTest/nightSequence1/testSequence1.mp4;13;nightTest/nightSequence1/testSequence1.mp4;13
nightTest/nightSequence1--00013.jpg;go;703;399;706;402;nightTest/nightSequence1/testSequence1.mp4;13;nightTest/nightSequence1/testSequence1.mp4;13
nightTest/nightSequence1--00013.jpg;stop;514;380;524;390;nightTest/nightSequence1/testSequence1.mp4;13;nightTest/nightSequence1/testSequence1.mp4;13
nightTest/nightSequence1--00013.jpg;stop;729;378;741;392;nightTest/nightSequence1/testSequence1.mp4;13;nightTest/nightSequence1/testSequence1.mp4;13
nightTest/nightSequence1--00014.jpg;go;670;388;675;393;nightTest/nightSequence1/testSequence1.mp4;14;nightTest/nightSequence1/testSequence1.mp4;14
nightTest/nightSequence1--00014.jpg;go;702;401;706;405;nightTest/nightSequence1/testSequence1.mp4;14;nightTest/nightSequence1/testSequence1.mp4;14
nightTest/nightSequence1--00014.jpg;stop;514;382;524;392;nightTest/nightSequence1/testSequence1.mp4;14;nightTest/nightSequence1/testSequence1.mp4;14
nightTest/nightSequence1--00014.jpg;stop;728;378;742;391;nightTest/nightSequence1/testSequence1.mp4;14;nightTest/nightSequence1/testSequence1.mp4;14
nightTest/nightSequence1--00015.jpg;go;671;390;676;395;nightTest/nightSequence1/testSequence1.mp4;15;nightTest/nightSequence1/testSequence1.mp4;15
nightTest/nightSequence1--00015.jpg;go;703;403;707;406;nightTest/nightSequence1/testSequence1.mp4;15;nightTest/nightSequence1/testSequence1.mp4;15
nightTest/nightSequence1--00015.jpg;stop;512;382;522;392;nightTest/nightSequence1/testSequence1.mp4;15;nightTest/nightSequence1/testSequence1.mp4;15
nightTest/nightSequence1--00015.jpg;stop;730;381;742;393;nightTest/nightSequence1/testSequence1.mp4;15;nightTest/nightSequence1/testSequence1.mp4;15
nightTest/nightSequence1--00016.jpg;go;671;390;676;395;nightTest/nightSequence1/testSequence1.mp4;16;nightTest/nightSequence1/testSequence1.mp4;16
nightTest/nightSequence1--00016.jpg;go;703;402;707;406;nightTest/nightSequence1/testSequence1.mp4;16;nightTest/nightSequence1/testSequence1.mp4;16
nightTest/nightSequence1--00016.jpg;stop;512;383;522;392;nightTest/nightSequence1/testSequence1.mp4;16;nightTest/nightSequence1/testSequence1.mp4;16
nightTest/nightSequence1--00016.jpg;stop;730;380;742;393;nightTest/nightSequence1/testSequence1.mp4;16;nightTest/nightSequence1/testSequence1.mp4;16
nightTest/nightSequence1--00017.jpg;go;670;390;675;395;nightTest/nightSequence1/testSequence1.mp4;17;nightTest/nightSequence1/testSequence1.mp4;17
nightTest/nightSequence1--00017.jpg;go;703;402;707;406;nightTest/nightSequence1/testSequence1.mp4;17;nightTest/nightSequence1/testSequence1.mp4;17
nightTest/nightSequence1--00017.jpg;stop;511;384;521;394;nightTest/nightSequence1/testSequence1.mp4;17;nightTest/nightSequence1/testSequence1.mp4;17
nightTest/nightSequence1--00017.jpg;stop;728;378;744;393;nightTest/nightSequence1/testSequence1.mp4;17;nightTest/nightSequence1/testSequence1.mp4;17
nightTest/nightSequence1--00018.jpg;go;670;390;676;396;nightTest/nightSequence1/testSequence1.mp4;18;nightTest/nightSequence1/testSequence1.mp4;18
nightTest/nightSequence1--00018.jpg;go;703;403;707;406;nightTest/nightSequence1/testSequence1.mp4;18;nightTest/nightSequence1/testSequence1.mp4;18
nightTest/nightSequence1--00018.jpg;stop;509;383;520;392;nightTest/nightSequence1/testSequence1.mp4;18;nightTest/nightSequence1/testSequence1.mp4;18
nightTest/nightSequence1--00018.jpg;stop;728;378;744;393;nightTest/nightSequence1/testSequence1.mp4;18;nightTest/nightSequence1/testSequence1.mp4;18
nightTest/nightSequence1--00019.jpg;go;671;387;675;394;nightTest/nightSequence1/testSequence1.mp4;19;nightTest/nightSequence1/testSequence1.mp4;19
nightTest/nightSequence1--00019.jpg;go;703;402;707;406;nightTest/nightSequence1/testSequence1.mp4;19;nightTest/nightSequence1/testSequence1.mp4;19
nightTest/nightSequence1--00019.jpg;stop;510;381;520;390;nightTest/nightSequence1/testSequence1.mp4;19;nightTest/nightSequence1/testSequence1.mp4;19
nightTest/nightSequence1--00019.jpg;stop;731;377;742;390;nightTest/nightSequence1/testSequence1.mp4;19;nightTest/nightSequence1/testSequence1.mp4;19
nightTest/nightSequence1--00020.jpg;go;670;386;675;390;nightTest/nightSequence1/testSequence1.mp4;20;nightTest/nightSequence1/testSequence1.mp4;20
nightTest/nightSequence1--00020.jpg;go;703;399;707;402;nightTest/nightSequence1/testSequence1.mp4;20;nightTest/nightSequence1/testSequence1.mp4;20
nightTest/nightSequence1--00020.jpg;stop;510;380;520;388;nightTest/nightSequence1/testSequence1.mp4;20;nightTest/nightSequence1/testSequence1.mp4;20
nightTest/nightSequence1--00020.jpg;stop;731;376;743;388;nightTest/nightSequence1/testSequence1.mp4;20;nightTest/nightSequence1/testSequence1.mp4;20
nightTest/nightSequence1--00021.jpg;go;670;386;675;393;nightTest/nightSequence1/testSequence1.mp4;21;nightTest/nightSequence1/testSequence1.mp4;21
nightTest/nightSequence1--00021.jpg;go;703;398;708;404;nightTest/nightSequence1/testSequence1.mp4;21;nightTest/nightSequence1/testSequence1.mp4;21
nightTest/nightSequence1--00021.jpg;stop;511;380;520;389;nightTest/nightSequence1/testSequence1.mp4;21;nightTest/nightSequence1/testSequence1.mp4;21
nightTest/nightSequence1--00021.jpg;stop;732;377;742;387;nightTest/nightSequence1/testSequence1.mp4;21;nightTest/nightSequence1/testSequence1.mp4;21
nightTest/nightSequence1--00022.jpg;go;670;388;675;393;nightTest/nightSequence1/testSequence1.mp4;22;nightTest/nightSequence1/testSequence1.mp4;22
nightTest/nightSequence1--00022.jpg;go;704;399;709;404;nightTest/nightSequence1/testSequence1.mp4;22;nightTest/nightSequence1/testSequence1.mp4;22
nightTest/nightSequence1--00022.jpg;stop;511;382;519;391;nightTest/nightSequence1/testSequence1.mp4;22;nightTest/nightSequence1/testSequence1.mp4;22
nightTest/nightSequence1--00022.jpg;stop;730;377;742;392;nightTest/nightSequence1/testSequence1.mp4;22;nightTest/nightSequence1/testSequence1.mp4;22
nightTest/nightSequence1--00023.jpg;go;672;389;677;394;nightTest/nightSequence1/testSequence1.mp4;23;nightTest/nightSequence1/testSequence1.mp4;23
nightTest/nightSequence1--00023.jpg;go;703;402;708;407;nightTest/nightSequence1/testSequence1.mp4;23;nightTest/nightSequence1/testSequence1.mp4;23
nightTest/nightSequence1--00023.jpg;stop;511;383;519;391;nightTest/nightSequence1/testSequence1.mp4;23;nightTest/nightSequence1/testSequence1.mp4;23
nightTest/nightSequence1--00023.jpg;stop;730;377;744;394;nightTest/nightSequence1/testSequence1.mp4;23;nightTest/nightSequence1/testSequence1.mp4;23
nightTest/nightSequence1--00024.jpg;go;671;390;676;397;nightTest/nightSequence1/testSequence1.mp4;24;nightTest/nightSequence1/testSequence1.mp4;24
nightTest/nightSequence1--00024.jpg;go;704;404;708;408;nightTest/nightSequence1/testSequence1.mp4;24;nightTest/nightSequence1/testSequence1.mp4;24
nightTest/nightSequence1--00024.jpg;stop;510;384;518;392;nightTest/nightSequence1/testSequence1.mp4;24;nightTest/nightSequence1/testSequence1.mp4;24
nightTest/nightSequence1--00024.jpg;stop;732;380;745;394;nightTest/nightSequence1/testSequence1.mp4;24;nightTest/nightSequence1/testSequence1.mp4;24
nightTest/nightSequence1--00025.jpg;go;672;392;676;398;nightTest/nightSequence1/testSequence1.mp4;25;nightTest/nightSequence1/testSequence1.mp4;25
nightTest/nightSequence1--00025.jpg;go;705;404;710;409;nightTest/nightSequence1/testSequence1.mp4;25;nightTest/nightSequence1/testSequence1.mp4;25
nightTest/nightSequence1--00025.jpg;stop;730;380;746;398;nightTest/nightSequence1/testSequence1.mp4;25;nightTest/nightSequence1/testSequence1.mp4;25
nightTest/nightSequence1--00025.jpg;stop;510;388;518;396;nightTest/nightSequence1/testSequence1.mp4;25;nightTest/nightSequence1/testSequence1.mp4;25
nightTest/nightSequence1--00026.jpg;go;672;393;677;398;nightTest/nightSequence1/testSequence1.mp4;26;nightTest/nightSequence1/testSequence1.mp4;26
nightTest/nightSequence1--00026.jpg;go;705;405;710;411;nightTest/nightSequence1/testSequence1.mp4;26;nightTest/nightSequence1/testSequence1.mp4;26
nightTest/nightSequence1--00026.jpg;stop;730;380;746;398;nightTest/nightSequence1/testSequence1.mp4;26;nightTest/nightSequence1/testSequence1.mp4;26
nightTest/nightSequence1--00026.jpg;stop;510;387;518;395;nightTest/nightSequence1/testSequence1.mp4;26;nightTest/nightSequence1/testSequence1.mp4;26
nightTest/nightSequence1--00027.jpg;go;672;391;678;398;nightTest/nightSequence1/testSequence1.mp4;27;nightTest/nightSequence1/testSequence1.mp4;27
nightTest/nightSequence1--00027.jpg;go;706;404;710;408;nightTest/nightSequence1/testSequence1.mp4;27;nightTest/nightSequence1/testSequence1.mp4;27
nightTest/nightSequence1--00027.jpg;stop;730;378;747;397;nightTest/nightSequence1/testSequence1.mp4;27;nightTest/nightSequence1/testSequence1.mp4;27
nightTest/nightSequence1--00027.jpg;stop;509;384;516;391;nightTest/nightSequence1/testSequence1.mp4;27;nightTest/nightSequence1/testSequence1.mp4;27
nightTest/nightSequence1--00028.jpg;go;671;388;678;395;nightTest/nightSequence1/testSequence1.mp4;28;nightTest/nightSequence1/testSequence1.mp4;28
nightTest/nightSequence1--00028.jpg;go;706;402;711;406;nightTest/nightSequence1/testSequence1.mp4;28;nightTest/nightSequence1/testSequence1.mp4;28
nightTest/nightSequence1--00028.jpg;stop;732;376;748;394;nightTest/nightSequence1/testSequence1.mp4;28;nightTest/nightSequence1/testSequence1.mp4;28
nightTest/nightSequence1--00028.jpg;stop;508;384;514;390;nightTest/nightSequence1/testSequence1.mp4;28;nightTest/nightSequence1/testSequence1.mp4;28
nightTest/nightSequence1--00029.jpg;go;672;388;678;394;nightTest/nightSequence1/testSequence1.mp4;29;nightTest/nightSequence1/testSequence1.mp4;29
nightTest/nightSequence1--00029.jpg;go;707;400;711;404;nightTest/nightSequence1/testSequence1.mp4;29;nightTest/nightSequence1/testSequence1.mp4;29
nightTest/nightSequence1--00029.jpg;stop;732;375;748;393;nightTest/nightSequence1/testSequence1.mp4;29;nightTest/nightSequence1/testSequence1.mp4;29
nightTest/nightSequence1--00030.jpg;go;674;389;678;395;nightTest/nightSequence1/testSequence1.mp4;30;nightTest/nightSequence1/testSequence1.mp4;30
nightTest/nightSequence1--00030.jpg;go;707;402;711;406;nightTest/nightSequence1/testSequence1.mp4;30;nightTest/nightSequence1/testSequence1.mp4;30
nightTest/nightSequence1--00030.jpg;stop;732;376;748;394;nightTest/nightSequence1/testSequence1.mp4;30;nightTest/nightSequence1/testSequence1.mp4;30
nightTest/nightSequence1--00031.jpg;go;674;390;679;394;nightTest/nightSequence1/testSequence1.mp4;31;nightTest/nightSequence1/testSequence1.mp4;31
nightTest/nightSequence1--00031.jpg;go;707;402;711;406;nightTest/nightSequence1/testSequence1.mp4;31;nightTest/nightSequence1/testSequence1.mp4;31
nightTest/nightSequence1--00031.jpg;stop;734;376;750;394;nightTest/nightSequence1/testSequence1.mp4;31;nightTest/nightSequence1/testSequence1.mp4;31
nightTest/nightSequence1--00032.jpg;go;674;390;680;396;nightTest/nightSequence1/testSequence1.mp4;32;nightTest/nightSequence1/testSequence1.mp4;32
nightTest/nightSequence1--00032.jpg;go;707;403;711;407;nightTest/nightSequence1/testSequence1.mp4;32;nightTest/nightSequence1/testSequence1.mp4;32
nightTest/nightSequence1--00032.jpg;stop;734;378;750;396;nightTest/nightSequence1/testSequence1.mp4;32;nightTest/nightSequence1/testSequence1.mp4;32
nightTest/nightSequence1--00033.jpg;go;674;391;679;396;nightTest/nightSequence1/testSequence1.mp4;33;nightTest/nightSequence1/testSequence1.mp4;33
nightTest/nightSequence1--00033.jpg;go;707;403;711;407;nightTest/nightSequence1/testSequence1.mp4;33;nightTest/nightSequence1/testSequence1.mp4;33
nightTest/nightSequence1--00033.jpg;stop;735;378;750;396;nightTest/nightSequence1/testSequence1.mp4;33;nightTest/nightSequence1/testSequence1.mp4;33
nightTest/nightSequence1--00034.jpg;go;674;391;680;396;nightTest/nightSequence1/testSequence1.mp4;34;nightTest/nightSequence1/testSequence1.mp4;34
nightTest/nightSequence1--00034.jpg;go;708;404;712;408;nightTest/nightSequence1/testSequence1.mp4;34;nightTest/nightSequence1/testSequence1.mp4;34
nightTest/nightSequence1--00034.jpg;stop;736;378;750;396;nightTest/nightSequence1/testSequence1.mp4;34;nightTest/nightSequence1/testSequence1.mp4;34
nightTest/nightSequence1--00035.jpg;go;675;390;680;396;nightTest/nightSequence1/testSequence1.mp4;35;nightTest/nightSequence1/testSequence1.mp4;35
nightTest/nightSequence1--00035.jpg;go;709;403;713;407;nightTest/nightSequence1/testSequence1.mp4;35;nightTest/nightSequence1/testSequence1.mp4;35
nightTest/nightSequence1--00035.jpg;stop;736;376;752;395;nightTest/nightSequence1/testSequence1.mp4;35;nightTest/nightSequence1/testSequence1.mp4;35
nightTest/nightSequence1--00036.jpg;go;676;389;681;394;nightTest/nightSequence1/testSequence1.mp4;36;nightTest/nightSequence1/testSequence1.mp4;36
nightTest/nightSequence1--00036.jpg;go;709;402;713;406;nightTest/nightSequence1/testSequence1.mp4;36;nightTest/nightSequence1/testSequence1.mp4;36
nightTest/nightSequence1--00036.jpg;stop;736;374;752;394;nightTest/nightSequence1/testSequence1.mp4;36;nightTest/nightSequence1/testSequence1.mp4;36
nightTest/nightSequence1--00037.jpg;go;675;382;681;390;nightTest/nightSequence1/testSequence1.mp4;37;nightTest/nightSequence1/testSequence1.mp4;37
nightTest/nightSequence1--00037.jpg;go;709;396;713;402;nightTest/nightSequence1/testSequence1.mp4;37;nightTest/nightSequence1/testSequence1.mp4;37
nightTest/nightSequence1--00037.jpg;stop;739;371;750;381;nightTest/nightSequence1/testSequence1.mp4;37;nightTest/nightSequence1/testSequence1.mp4;37
nightTest/nightSequence1--00038.jpg;go;676;380;681;387;nightTest/nightSequence1/testSequence1.mp4;38;nightTest/nightSequence1/testSequence1.mp4;38
nightTest/nightSequence1--00038.jpg;go;709;394;713;400;nightTest/nightSequence1/testSequence1.mp4;38;nightTest/nightSequence1/testSequence1.mp4;38
nightTest/nightSequence1--00038.jpg;stop;738;367;750;379;nightTest/nightSequence1/testSequence1.mp4;38;nightTest/nightSequence1/testSequence1.mp4;38
nightTest/nightSequence1--00039.jpg;go;676;380;681;386;nightTest/nightSequence1/testSequence1.mp4;39;nightTest/nightSequence1/testSequence1.mp4;39
nightTest/nightSequence1--00039.jpg;go;709;393;713;399;nightTest/nightSequence1/testSequence1.mp4;39;nightTest/nightSequence1/testSequence1.mp4;39
nightTest/nightSequence1--00039.jpg;stop;740;367;752;379;nightTest/nightSequence1/testSequence1.mp4;39;nightTest/nightSequence1/testSequence1.mp4;39
nightTest/nightSequence1--00040.jpg;go;676;381;681;388;nightTest/nightSequence1/testSequence1.mp4;40;nightTest/nightSequence1/testSequence1.mp4;40
nightTest/nightSequence1--00040.jpg;go;709;394;713;399;nightTest/nightSequence1/testSequence1.mp4;40;nightTest/nightSequence1/testSequence1.mp4;40
nightTest/nightSequence1--00040.jpg;stop;740;369;754;381;nightTest/nightSequence1/testSequence1.mp4;40;nightTest/nightSequence1/testSequence1.mp4;40
nightTest/nightSequence1--00041.jpg;go;676;385;682;391;nightTest/nightSequence1/testSequence1.mp4;41;nightTest/nightSequence1/testSequence1.mp4;41
nightTest/nightSequence1--00041.jpg;go;711;399;715;404;nightTest/nightSequence1/testSequence1.mp4;41;nightTest/nightSequence1/testSequence1.mp4;41
nightTest/nightSequence1--00041.jpg;stop;738;370;754;390;nightTest/nightSequence1/testSequence1.mp4;41;nightTest/nightSequence1/testSequence1.mp4;41
nightTest/nightSequence1--00042.jpg;go;677;388;683;394;nightTest/nightSequence1/testSequence1.mp4;42;nightTest/nightSequence1/testSequence1.mp4;42
nightTest/nightSequence1--00042.jpg;go;711;401;715;407;nightTest/nightSequence1/testSequence1.mp4;42;nightTest/nightSequence1/testSequence1.mp4;42
nightTest/nightSequence1--00042.jpg;stop;738;374;754;392;nightTest/nightSequence1/testSequence1.mp4;42;nightTest/nightSequence1/testSequence1.mp4;42
nightTest/nightSequence1--00043.jpg;go;678;390;683;397;nightTest/nightSequence1/testSequence1.mp4;43;nightTest/nightSequence1/testSequence1.mp4;43
nightTest/nightSequence1--00043.jpg;go;711;404;715;408;nightTest/nightSequence1/testSequence1.mp4;43;nightTest/nightSequence1/testSequence1.mp4;43
nightTest/nightSequence1--00043.jpg;stop;738;376;756;394;nightTest/nightSequence1/testSequence1.mp4;43;nightTest/nightSequence1/testSequence1.mp4;43
nightTest/nightSequence1--00044.jpg;go;678;393;683;400;nightTest/nightSequence1/testSequence1.mp4;44;nightTest/nightSequence1/testSequence1.mp4;44
nightTest/nightSequence1--00044.jpg;go;712;406;717;410;nightTest/nightSequence1/testSequence1.mp4;44;nightTest/nightSequence1/testSequence1.mp4;44
nightTest/nightSequence1--00044.jpg;stop;740;378;756;398;nightTest/nightSequence1/testSequence1.mp4;44;nightTest/nightSequence1/testSequence1.mp4;44
nightTest/nightSequence1--00045.jpg;go;678;393;683;400;nightTest/nightSequence1/testSequence1.mp4;45;nightTest/nightSequence1/testSequence1.mp4;45
nightTest/nightSequence1--00045.jpg;go;713;405;718;410;nightTest/nightSequence1/testSequence1.mp4;45;nightTest/nightSequence1/testSequence1.mp4;45
nightTest/nightSequence1--00045.jpg;stop;740;378;757;396;nightTest/nightSequence1/testSequence1.mp4;45;nightTest/nightSequence1/testSequence1.mp4;45
nightTest/nightSequence1--00046.jpg;go;678;389;685;396;nightTest/nightSequence1/testSequence1.mp4;46;nightTest/nightSequence1/testSequence1.mp4;46
nightTest/nightSequence1--00046.jpg;go;713;403;717;407;nightTest/nightSequence1/testSequence1.mp4;46;nightTest/nightSequence1/testSequence1.mp4;46
nightTest/nightSequence1--00046.jpg;stop;740;376;757;394;nightTest/nightSequence1/testSequence1.mp4;46;nightTest/nightSequence1/testSequence1.mp4;46
nightTest/nightSequence1--00047.jpg;go;678;388;683;394;nightTest/nightSequence1/testSequence1.mp4;47;nightTest/nightSequence1/testSequence1.mp4;47
nightTest/nightSequence1--00047.jpg;go;714;400;718;404;nightTest/nightSequence1/testSequence1.mp4;47;nightTest/nightSequence1/testSequence1.mp4;47
nightTest/nightSequence1--00047.jpg;stop;742;372;758;391;nightTest/nightSequence1/testSequence1.mp4;47;nightTest/nightSequence1/testSequence1.mp4;47
nightTest/nightSequence1--00048.jpg;go;679;386;684;392;nightTest/nightSequence1/testSequence1.mp4;48;nightTest/nightSequence1/testSequence1.mp4;48
nightTest/nightSequence1--00048.jpg;go;714;398;718;402;nightTest/nightSequence1/testSequence1.mp4;48;nightTest/nightSequence1/testSequence1.mp4;48
nightTest/nightSequence1--00048.jpg;stop;740;370;758;388;nightTest/nightSequence1/testSequence1.mp4;48;nightTest/nightSequence1/testSequence1.mp4;48
nightTest/nightSequence1--00049.jpg;go;680;385;684;390;nightTest/nightSequence1/testSequence1.mp4;49;nightTest/nightSequence1/testSequence1.mp4;49
nightTest/nightSequence1--00049.jpg;go;714;396;718;400;nightTest/nightSequence1/testSequence1.mp4;49;nightTest/nightSequence1/testSequence1.mp4;49
