,filename,class,xmin,ymin,xmax,ymax,frame,isNight
90,daySequence1--00102.jpg,stop,752,439,770,466,102,0
91,daySequence1--00103.jpg,stop,752,437,770,464,103,0
92,daySequence1--00104.jpg,stop,751,435,769,462,104,0
93,daySequence1--00105.jpg,stop,750,432,768,459,105,0
94,daySequence1--00106.jpg,stop,750,429,768,456,106,0
96,daySequence1--00108.jpg,stop,750,425,768,452,108,0
97,daySequence1--00109.jpg,stop,749,425,767,452,109,0
98,daySequence1--00110.jpg,stop,749,425,767,452,110,0
99,daySequence1--00111.jpg,stop,749,425,767,452,111,0
100,daySequence1--00112.jpg,stop,748,425,766,452,112,0
101,daySequence1--00113.jpg,stop,748,427,766,454,113,0
102,daySequence1--00114.jpg,stop,747,427,765,454,114,0
103,daySequence1--00115.jpg,stop,747,425,765,452,115,0
104,daySequence1--00116.jpg,stop,746,423,764,450,116,0
105,daySequence1--00117.jpg,stop,746,423,764,450,117,0
106,daySequence1--00118.jpg,stop,746,423,764,450,118,0
107,daySequence1--00119.jpg,stop,746,423,764,450,119,0
108,daySequence1--00120.jpg,stop,746,423,764,450,120,0
109,daySequence1--00121.jpg,stop,747,425,765,452,121,0
110,daySequence1--00122.jpg,stop,748,425,766,452,122,0
111,daySequence1--00123.jpg,stop,749,427,767,454,123,0
113,daySequence1--00125.jpg,stop,750,429,768,456,125,0
114,daySequence1--00126.jpg,stop,750,427,768,454,126,0
115,daySequence1--00127.jpg,stop,752,429,770,456,127,0
116,daySequence1--00128.jpg,stop,752,427,770,454,128,0
117,daySequence1--00129.jpg,stop,752,427,770,454,129,0
118,daySequence1--00130.jpg,stop,753,425,771,456,130,0
119,daySequence1--00131.jpg,stop,754,425,772,452,131,0
120,daySequence1--00132.jpg,stop,755,423,773,450,132,0
121,daySequence1--00133.jpg,stop,756,425,774,452,133,0
122,daySequence1--00134.jpg,stop,756,423,774,450,134,0
125,daySequence1--00137.jpg,stop,760,421,778,448,137,0
126,daySequence1--00138.jpg,stop,760,421,778,448,138,0
127,daySequence1--00139.jpg,stop,762,421,780,448,139,0
128,daySequence1--00140.jpg,stop,764,420,782,451,140,0
129,daySequence1--00140.jpg,stop,294,424,309,451,140,0
130,daySequence1--00141.jpg,stop,766,423,784,450,141,0
131,daySequence1--00141.jpg,stop,294,425,309,447,141,0
132,daySequence1--00142.jpg,stop,767,423,788,450,142,0
133,daySequence1--00142.jpg,stop,296,428,308,446,142,0
134,daySequence1--00143.jpg,stop,772,421,790,448,143,0
135,daySequence1--00143.jpg,stop,293,423,308,445,143,0
136,daySequence1--00144.jpg,stop,774,418,792,449,144,0
137,daySequence1--00144.jpg,stop,294,426,306,444,144,0
140,daySequence1--00146.jpg,stop,777,419,798,446,146,0
141,daySequence1--00146.jpg,stop,294,426,306,444,146,0
142,daySequence1--00147.jpg,stop,780,417,801,444,147,0
143,daySequence1--00148.jpg,stop,784,414,802,445,148,0
144,daySequence1--00149.jpg,stop,786,417,804,444,149,0
145,daySequence1--00150.jpg,stop,787,421,808,448,150,0
146,daySequence1--00151.jpg,stop,792,427,810,454,151,0
147,daySequence1--00152.jpg,stop,794,431,812,462,152,0
149,daySequence1--00154.jpg,stop,799,433,820,460,154,0
150,daySequence1--00155.jpg,stop,804,433,822,460,155,0
151,daySequence1--00156.jpg,stop,806,433,827,460,156,0
152,daySequence1--00157.jpg,stop,808,433,832,460,157,0
153,daySequence1--00158.jpg,stop,814,429,832,456,158,0
154,daySequence1--00159.jpg,stop,815,423,836,450,159,0
155,daySequence1--00160.jpg,stop,817,417,838,448,160,0
157,daySequence1--00162.jpg,stop,824,417,845,444,162,0
158,daySequence1--00163.jpg,stop,828,415,846,442,163,0
159,daySequence1--00164.jpg,stop,830,411,848,438,164,0
161,daySequence1--00166.jpg,stop,834,399,855,426,166,0
163,daySequence1--00168.jpg,stop,840,398,861,434,168,0
164,daySequence1--00169.jpg,stop,842,405,863,432,169,0
165,daySequence1--00170.jpg,stop,845,410,866,441,170,0
166,daySequence1--00171.jpg,stop,848,416,869,447,171,0
167,daySequence1--00172.jpg,stop,851,418,872,449,172,0
168,daySequence1--00173.jpg,stop,855,418,873,449,173,0
169,daySequence1--00174.jpg,stop,857,416,878,447,174,0
170,daySequence1--00175.jpg,stop,860,415,881,442,175,0
172,daySequence1--00177.jpg,stop,867,412,885,443,177,0
173,daySequence1--00178.jpg,stop,868,412,889,443,178,0
174,daySequence1--00179.jpg,stop,871,412,892,448,179,0
176,daySequence1--00181.jpg,stop,876,412,897,443,181,0
177,daySequence1--00181.jpg,stop,294,421,306,443,181,0
180,daySequence1--00183.jpg,stop,879,412,900,448,183,0
181,daySequence1--00183.jpg,stop,290,420,305,442,183,0
182,daySequence1--00184.jpg,stop,881,412,902,443,184,0
183,daySequence1--00184.jpg,stop,288,420,306,442,184,0
184,daySequence1--00185.jpg,stop,883,410,904,441,185,0
185,daySequence1--00185.jpg,stop,286,417,307,444,185,0
186,daySequence1--00186.jpg,stop,885,411,906,447,186,0
187,daySequence1--00186.jpg,stop,286,419,304,441,186,0
188,daySequence1--00187.jpg,stop,887,412,908,443,187,0
189,daySequence1--00187.jpg,stop,285,419,300,441,187,0
190,daySequence1--00188.jpg,stop,886,412,910,448,188,0
191,daySequence1--00188.jpg,stop,283,418,298,445,188,0
192,daySequence1--00189.jpg,stop,888,412,912,443,189,0
193,daySequence1--00189.jpg,stop,280,418,298,445,189,0
196,daySequence1--00191.jpg,go,896,414,914,444,191,0
199,daySequence1--00193.jpg,go,901,413,919,443,193,0
200,daySequence1--00193.jpg,go,278,415,296,445,193,0
201,daySequence1--00194.jpg,go,905,412,923,442,194,0
202,daySequence1--00194.jpg,go,278,416,296,446,194,0
205,daySequence1--00196.jpg,go,913,413,931,443,196,0
206,daySequence1--00196.jpg,go,278,417,296,447,196,0
207,daySequence1--00197.jpg,go,917,413,935,443,197,0
208,daySequence1--00198.jpg,go,920,410,941,440,198,0
209,daySequence1--00199.jpg,go,926,411,944,441,199,0
210,daySequence1--00200.jpg,go,930,409,948,439,200,0
211,daySequence1--00200.jpg,go,283,406,301,446,200,0
212,daySequence1--00201.jpg,go,934,409,952,439,201,0
213,daySequence1--00201.jpg,go,279,404,300,444,201,0
214,daySequence1--00202.jpg,go,938,408,956,438,202,0
215,daySequence1--00202.jpg,go,279,406,300,441,202,0
218,daySequence1--00204.jpg,go,945,404,966,434,204,0
219,daySequence1--00204.jpg,go,283,402,301,442,204,0
220,daySequence1--00205.jpg,go,950,394,974,434,205,0
221,daySequence1--00205.jpg,go,286,410,304,440,205,0
222,daySequence1--00206.jpg,go,957,401,978,431,206,0
223,daySequence1--00206.jpg,go,288,409,306,439,206,0
224,daySequence1--00207.jpg,go,965,403,983,433,207,0
225,daySequence1--00208.jpg,go,968,397,989,432,208,0
226,daySequence1--00209.jpg,go,975,402,993,432,209,0
227,daySequence1--00210.jpg,go,978,401,999,431,210,0
228,daySequence1--00211.jpg,go,984,403,1002,433,211,0
229,daySequence1--00212.jpg,go,988,402,1006,432,212,0
230,daySequence1--00213.jpg,go,992,401,1010,431,213,0
231,daySequence1--00214.jpg,go,996,395,1014,425,214,0
232,daySequence1--00215.jpg,go,999,397,1017,427,215,0
233,daySequence1--00216.jpg,go,999,397,1020,427,216,0
235,daySequence1--00218.jpg,go,1008,396,1026,426,218,0
236,daySequence1--00219.jpg,go,1011,395,1029,425,219,0
237,daySequence1--00219.jpg,go,305,404,323,429,219,0
238,daySequence1--00220.jpg,go,1012,395,1033,425,220,0
239,daySequence1--00220.jpg,go,306,397,324,432,220,0
240,daySequence1--00221.jpg,go,1016,395,1034,425,221,0
241,daySequence1--00221.jpg,go,304,401,322,431,221,0
242,daySequence1--00222.jpg,go,1017,395,1038,425,222,0
243,daySequence1--00222.jpg,go,304,392,325,432,222,0
244,daySequence1--00223.jpg,go,1022,395,1040,425,223,0
245,daySequence1--00223.jpg,go,304,392,325,432,223,0
246,daySequence1--00224.jpg,go,1024,393,1042,423,224,0
247,daySequence1--00224.jpg,go,304,392,322,432,224,0
248,daySequence1--00225.jpg,go,1024,393,1042,423,225,0
249,daySequence1--00225.jpg,go,302,395,320,430,225,0
250,daySequence1--00226.jpg,go,1025,391,1043,421,226,0
251,daySequence1--00226.jpg,go,298,390,319,430,226,0
252,daySequence1--00227.jpg,go,1026,391,1044,421,227,0
253,daySequence1--00227.jpg,go,298,393,316,428,227,0
254,daySequence1--00228.jpg,go,1026,389,1047,419,228,0
255,daySequence1--00228.jpg,go,295,384,319,429,228,0
256,daySequence1--00229.jpg,go,1028,391,1046,421,229,0
257,daySequence1--00229.jpg,go,297,393,315,428,229,0
258,daySequence1--00230.jpg,go,1028,391,1046,421,230,0
259,daySequence1--00230.jpg,go,293,385,317,430,230,0
260,daySequence1--00231.jpg,go,1028,390,1046,420,231,0
261,daySequence1--00231.jpg,go,294,392,312,427,231,0
264,daySequence1--00233.jpg,go,1029,389,1047,419,233,0
265,daySequence1--00233.jpg,go,293,388,311,428,233,0
266,daySequence1--00234.jpg,go,1028,389,1049,419,234,0
267,daySequence1--00234.jpg,go,290,383,314,428,234,0
268,daySequence1--00235.jpg,go,1027,389,1048,419,235,0
269,daySequence1--00235.jpg,go,292,388,310,428,235,0
272,daySequence1--00237.jpg,go,1027,390,1048,420,237,0
273,daySequence1--00237.jpg,go,290,388,308,428,237,0
274,daySequence1--00238.jpg,go,1026,391,1050,421,238,0
275,daySequence1--00238.jpg,go,289,385,310,430,238,0
278,daySequence1--00240.jpg,go,1026,394,1050,424,240,0
279,daySequence1--00240.jpg,go,288,388,309,433,240,0
280,daySequence1--00241.jpg,go,1029,395,1047,425,241,0
281,daySequence1--00241.jpg,go,289,394,307,434,241,0
282,daySequence1--00242.jpg,go,1029,395,1047,425,242,0
283,daySequence1--00242.jpg,go,287,394,308,434,242,0
284,daySequence1--00243.jpg,go,1028,395,1049,425,243,0
285,daySequence1--00243.jpg,go,288,394,306,434,243,0
286,daySequence1--00244.jpg,go,1028,394,1049,424,244,0
287,daySequence1--00244.jpg,go,286,385,307,435,244,0
288,daySequence1--00245.jpg,go,1028,393,1049,423,245,0
289,daySequence1--00245.jpg,go,287,392,305,432,245,0
290,daySequence1--00246.jpg,go,1028,393,1049,423,246,0
291,daySequence1--00246.jpg,go,285,392,306,432,246,0
292,daySequence1--00247.jpg,go,1028,393,1049,423,247,0
293,daySequence1--00247.jpg,go,286,393,304,433,247,0
296,daySequence1--00249.jpg,go,1028,394,1049,424,249,0
297,daySequence1--00249.jpg,go,283,389,304,434,249,0
298,daySequence1--00250.jpg,go,1028,394,1049,424,250,0
299,daySequence1--00250.jpg,go,284,389,302,434,250,0
300,daySequence1--00251.jpg,go,1027,394,1048,424,251,0
301,daySequence1--00251.jpg,go,283,393,301,433,251,0
302,daySequence1--00252.jpg,go,1027,393,1048,423,252,0
303,daySequence1--00252.jpg,go,281,392,302,432,252,0
306,daySequence1--00254.jpg,go,1028,393,1046,423,254,0
307,daySequence1--00254.jpg,go,278,387,299,432,254,0
308,daySequence1--00255.jpg,go,1026,393,1047,423,255,0
309,daySequence1--00255.jpg,go,277,392,298,432,255,0
310,daySequence1--00256.jpg,go,1025,393,1046,423,256,0
311,daySequence1--00256.jpg,go,274,392,298,432,256,0
312,daySequence1--00257.jpg,go,1026,393,1044,423,257,0
313,daySequence1--00257.jpg,go,274,392,295,432,257,0
314,daySequence1--00258.jpg,go,1026,394,1044,424,258,0
315,daySequence1--00258.jpg,go,274,392,292,432,258,0
318,daySequence1--00260.jpg,go,1024,394,1042,424,260,0
319,daySequence1--00260.jpg,go,270,387,288,432,260,0
320,daySequence1--00261.jpg,go,1022,393,1040,423,261,0
321,daySequence1--00261.jpg,go,268,392,286,432,261,0
324,daySequence1--00263.jpg,go,1017,394,1038,424,263,0
325,daySequence1--00263.jpg,go,261,392,282,432,263,0
326,daySequence1--00264.jpg,go,1017,395,1035,425,264,0
327,daySequence1--00264.jpg,go,258,388,279,433,264,0
328,daySequence1--00265.jpg,go,1013,395,1034,425,265,0
329,daySequence1--00265.jpg,go,255,388,276,433,265,0
330,daySequence1--00266.jpg,go,1011,395,1032,425,266,0
331,daySequence1--00266.jpg,go,251,388,272,433,266,0
332,daySequence1--00267.jpg,go,1009,395,1030,425,267,0
333,daySequence1--00267.jpg,go,249,392,270,432,267,0
334,daySequence1--00268.jpg,go,1009,395,1027,425,268,0
335,daySequence1--00268.jpg,go,245,389,266,434,268,0
336,daySequence1--00269.jpg,go,1005,395,1026,425,269,0
337,daySequence1--00269.jpg,go,241,389,262,434,269,0
338,daySequence1--00270.jpg,go,1004,396,1022,426,270,0
339,daySequence1--00270.jpg,go,237,389,258,434,270,0
340,daySequence1--00271.jpg,go,1000,396,1021,426,271,0
341,daySequence1--00271.jpg,go,233,389,254,434,271,0
342,daySequence1--00272.jpg,go,998,397,1016,427,272,0
343,daySequence1--00272.jpg,go,230,394,248,434,272,0
346,daySequence1--00274.jpg,go,992,398,1010,428,274,0
347,daySequence1--00274.jpg,go,219,390,240,435,274,0
350,daySequence1--00276.jpg,go,983,399,1004,429,276,0
351,daySequence1--00276.jpg,go,209,396,227,436,276,0
352,daySequence1--00277.jpg,go,979,400,1000,430,277,0
353,daySequence1--00277.jpg,go,203,396,221,436,277,0
356,daySequence1--00279.jpg,go,970,398,991,433,279,0
357,daySequence1--00279.jpg,go,188,398,209,438,279,0
358,daySequence1--00280.jpg,go,966,405,984,435,280,0
359,daySequence1--00280.jpg,go,180,399,201,439,280,0
360,daySequence1--00281.jpg,go,959,401,980,436,281,0
361,daySequence1--00281.jpg,go,170,400,194,440,281,0
362,daySequence1--00282.jpg,go,954,400,972,440,282,0
363,daySequence1--00282.jpg,go,164,400,182,440,282,0
364,daySequence1--00283.jpg,go,947,401,968,436,283,0
365,daySequence1--00283.jpg,go,153,400,174,440,283,0
370,daySequence1--00286.jpg,go,924,403,945,438,286,0
371,daySequence1--00286.jpg,go,121,404,139,439,286,0
372,daySequence1--00287.jpg,go,914,403,938,438,287,0
373,daySequence1--00287.jpg,go,108,400,129,440,287,0
378,daySequence1--00290.jpg,go,886,403,907,438,290,0
379,daySequence1--00290.jpg,go,64,388,88,438,290,0
382,daySequence1--00292.jpg,go,863,401,884,436,292,0
383,daySequence1--00292.jpg,go,31,389,52,434,292,0
384,daySequence1--00293.jpg,go,848,396,872,436,293,0
385,daySequence1--00293.jpg,go,12,392,33,432,293,0
386,daySequence1--00294.jpg,go,837,398,855,438,294,0
387,daySequence1--00294.jpg,go,0,391,16,431,294,0
388,daySequence1--00295.jpg,go,822,398,840,433,295,0
389,daySequence1--00296.jpg,go,806,394,824,434,296,0
392,daySequence1--00299.jpg,go,755,392,776,432,299,0
393,daySequence1--00300.jpg,go,739,392,760,432,300,0
397,daySequence1--00304.jpg,go,679,386,700,426,304,0
398,daySequence1--00305.jpg,go,667,379,688,424,305,0
400,daySequence1--00307.jpg,go,642,380,666,420,307,0
401,daySequence1--00308.jpg,go,632,381,656,421,308,0
403,daySequence1--00310.jpg,go,618,380,642,420,310,0
404,daySequence1--00311.jpg,go,614,377,638,417,311,0
407,daySequence1--00314.jpg,go,603,375,627,415,314,0
408,daySequence1--00315.jpg,go,601,373,625,413,315,0
409,daySequence1--00316.jpg,go,599,372,623,412,316,0
410,daySequence1--00317.jpg,go,598,369,622,409,317,0
411,daySequence1--00318.jpg,go,597,368,621,408,318,0
412,daySequence1--00319.jpg,go,595,364,622,404,319,0
413,daySequence1--00320.jpg,go,595,364,619,404,320,0
414,daySequence1--00321.jpg,go,594,362,621,402,321,0
415,daySequence1--00322.jpg,go,596,364,620,404,322,0
416,daySequence1--00323.jpg,go,595,357,622,402,323,0
418,daySequence1--00325.jpg,go,600,350,627,400,325,0
421,daySequence1--00328.jpg,go,611,354,635,394,328,0
424,daySequence1--00331.jpg,go,622,343,652,388,331,0
425,daySequence1--00332.jpg,go,629,346,653,386,332,0
426,daySequence1--00333.jpg,go,632,332,662,387,333,0
427,daySequence1--00334.jpg,go,638,346,665,386,334,0
428,daySequence1--00335.jpg,go,642,337,672,387,335,0
429,daySequence1--00336.jpg,go,648,344,672,384,336,0
430,daySequence1--00337.jpg,go,654,332,684,387,337,0
432,daySequence1--00339.jpg,go,668,328,701,388,339,0
433,daySequence1--00340.jpg,go,675,331,708,386,340,0
434,daySequence1--00341.jpg,go,685,328,718,388,341,0
436,daySequence1--00343.jpg,go,705,332,738,387,343,0
437,daySequence1--00344.jpg,go,716,339,746,389,344,0
438,daySequence1--00345.jpg,go,725,336,758,391,345,0
439,daySequence1--00346.jpg,go,736,342,766,392,346,0
441,daySequence1--00348.jpg,go,757,340,790,390,348,0
442,daySequence1--00349.jpg,go,768,330,804,390,349,0
444,daySequence1--00351.jpg,go,794,322,830,387,351,0
449,daySequence1--00356.jpg,go,866,312,902,372,356,0
450,daySequence1--00357.jpg,go,878,301,923,371,357,0
453,daySequence1--00360.jpg,go,934,296,970,356,360,0
454,daySequence1--00361.jpg,go,945,287,993,357,361,0
455,daySequence1--00362.jpg,go,969,305,1002,355,362,0
456,daySequence1--00363.jpg,go,979,297,1027,367,363,0
458,daySequence1--00365.jpg,go,1012,316,1063,401,365,0
459,daySequence1--00366.jpg,go,1035,340,1080,405,366,0
460,daySequence1--00367.jpg,go,1050,340,1101,415,367,0
462,daySequence1--00369.jpg,go,1088,323,1142,393,369,0
463,daySequence1--00370.jpg,go,1109,296,1163,376,370,0
464,daySequence1--00371.jpg,go,1131,292,1182,357,371,0
465,daySequence1--00372.jpg,go,1150,263,1204,353,372,0
466,daySequence1--00373.jpg,go,1174,269,1228,349,373,0
467,daySequence1--00374.jpg,go,1193,259,1253,344,374,0
468,daySequence1--00375.jpg,go,1219,265,1270,340,375,0
469,daySequence1--00376.jpg,go,1243,262,1280,337,376,0
470,daySequence1--00475.jpg,stop,649,432,664,454,475,0
472,daySequence1--00477.jpg,stop,643,436,658,458,477,0
473,daySequence1--00478.jpg,stop,643,435,655,453,478,0
474,daySequence1--00479.jpg,stop,641,433,653,451,479,0
478,daySequence1--00483.jpg,stop,636,414,648,432,483,0
479,daySequence1--00484.jpg,stop,636,414,648,432,484,0
480,daySequence1--00485.jpg,stop,637,415,649,433,485,0
482,daySequence1--00487.jpg,stop,640,433,652,451,487,0
483,daySequence1--00488.jpg,stop,639,441,651,459,488,0
484,daySequence1--00490.jpg,stop,638,436,650,454,490,0
485,daySequence1--00491.jpg,stop,637,432,649,450,491,0
486,daySequence1--00492.jpg,stop,638,431,650,449,492,0
487,daySequence1--00493.jpg,stop,637,431,652,449,493,0
488,daySequence1--00494.jpg,stop,638,434,650,452,494,0
489,daySequence1--00495.jpg,stop,638,435,653,453,495,0
490,daySequence1--00496.jpg,stop,638,430,653,448,496,0
491,daySequence1--00497.jpg,stop,638,426,650,444,497,0
492,daySequence1--00498.jpg,stop,636,428,651,446,498,0
493,daySequence1--00499.jpg,stop,638,432,650,450,499,0
494,daySequence1--00503.jpg,stop,638,447,650,465,503,0
495,daySequence1--00508.jpg,stop,638,430,650,448,508,0
496,daySequence1--00510.jpg,stop,637,441,649,459,510,0
497,daySequence1--00512.jpg,stop,635,439,650,457,512,0
498,daySequence1--00514.jpg,stop,639,427,651,445,514,0
499,daySequence1--00515.jpg,stop,638,425,650,443,515,0
500,daySequence1--00516.jpg,stop,638,427,650,445,516,0
502,daySequence1--00518.jpg,stop,637,437,649,455,518,0
503,daySequence1--00519.jpg,stop,636,439,651,461,519,0
505,daySequence1--00521.jpg,stop,635,442,650,460,521,0
506,daySequence1--00522.jpg,stop,636,441,651,459,522,0
507,daySequence1--00523.jpg,stop,635,440,650,458,523,0
509,daySequence1--00530.jpg,stop,634,428,649,446,530,0
510,daySequence1--00532.jpg,stop,635,431,647,453,532,0
511,daySequence1--00533.jpg,stop,636,434,648,452,533,0
513,daySequence1--00536.jpg,stop,633,426,648,444,536,0
514,daySequence1--00538.jpg,stop,632,424,650,446,538,0
515,daySequence1--00539.jpg,stop,632,425,650,447,539,0
516,daySequence1--00540.jpg,stop,634,429,649,447,540,0
518,daySequence1--00542.jpg,stop,637,425,652,443,542,0
519,daySequence1--00543.jpg,stop,641,424,653,442,543,0
521,daySequence1--00545.jpg,stop,640,424,655,442,545,0
522,daySequence1--00545.jpg,stop,722,454,737,476,545,0
525,daySequence1--00547.jpg,stop,646,422,661,440,547,0
526,daySequence1--00547.jpg,stop,727,452,739,470,547,0
527,daySequence1--00548.jpg,stop,648,424,660,442,548,0
528,daySequence1--00548.jpg,stop,727,454,742,472,548,0
529,daySequence1--00549.jpg,stop,731,455,743,473,549,0
530,daySequence1--00550.jpg,stop,731,460,746,478,550,0
531,daySequence1--00551.jpg,stop,652,428,667,450,551,0
532,daySequence1--00551.jpg,stop,733,462,748,480,551,0
533,daySequence1--00553.jpg,stop,657,432,669,450,553,0
534,daySequence1--00553.jpg,stop,738,464,753,486,553,0
535,daySequence1--00554.jpg,stop,656,430,674,448,554,0
536,daySequence1--00554.jpg,stop,739,462,754,484,554,0
539,daySequence1--00556.jpg,stop,659,416,677,438,556,0
540,daySequence1--00556.jpg,stop,743,451,758,469,556,0
541,daySequence1--00557.jpg,stop,664,414,676,432,557,0
542,daySequence1--00557.jpg,stop,745,446,760,468,557,0
543,daySequence1--00558.jpg,stop,663,408,681,426,558,0
544,daySequence1--00558.jpg,stop,747,442,762,460,558,0
545,daySequence1--00559.jpg,stop,666,404,681,426,559,0
546,daySequence1--00559.jpg,stop,751,438,763,460,559,0
547,daySequence1--00560.jpg,stop,666,401,681,419,560,0
548,daySequence1--00561.jpg,stop,666,400,684,418,561,0
549,daySequence1--00561.jpg,stop,750,433,768,455,561,0
552,daySequence1--00563.jpg,stop,667,410,682,428,563,0
553,daySequence1--00563.jpg,stop,752,444,767,466,563,0
554,daySequence1--00564.jpg,stop,754,446,766,464,564,0
555,daySequence1--00565.jpg,stop,668,412,683,430,565,0
556,daySequence1--00565.jpg,stop,752,446,767,473,565,0
558,daySequence1--00567.jpg,stop,665,392,680,414,567,0
561,daySequence1--00569.jpg,stop,662,387,680,409,569,0
562,daySequence1--00569.jpg,stop,750,423,765,445,569,0
563,daySequence1--00570.jpg,stop,660,395,678,417,570,0
564,daySequence1--00570.jpg,stop,748,432,763,454,570,0
565,daySequence1--00571.jpg,stop,660,403,675,421,571,0
566,daySequence1--00571.jpg,stop,748,439,763,461,571,0
569,daySequence1--00573.jpg,stop,748,458,763,476,573,0
571,daySequence1--00575.jpg,stop,658,436,673,454,575,0
572,daySequence1--00575.jpg,stop,747,472,762,494,575,0
573,daySequence1--00576.jpg,stop,655,444,673,466,576,0
574,daySequence1--00576.jpg,stop,746,481,761,508,576,0
575,daySequence1--00577.jpg,stop,655,452,670,470,577,0
576,daySequence1--00577.jpg,stop,746,488,761,515,577,0
577,daySequence1--00578.jpg,stop,656,456,671,474,578,0
578,daySequence1--00578.jpg,stop,745,492,760,514,578,0
580,daySequence1--00580.jpg,stop,656,455,668,473,580,0
581,daySequence1--00580.jpg,stop,745,493,760,515,580,0
582,daySequence1--00581.jpg,stop,656,446,668,464,581,0
583,daySequence1--00581.jpg,stop,747,482,759,504,581,0
